"name","scientific_name","description","image_link","cleaned_name","cleaned_description"
"South China Tiger","Panthera tigris amoyensis","The South China tiger (Panthera tigris amoyensis) is one of the historically recognized tiger subspecies, formerly distributed across southern China. It is generally regarded as Critically Endangered and functionally extinct in the wild, with remaining individuals historically confined to captive populations.","https://a-z-animals.com/media/animals/images/original/south_china_tiger.jpg","south china tiger","The [REDACTED] (Panthera tigris amoyensis) is one of the historically recognized [REDACTED] subspecies, formerly distributed across [REDACTED]ern [REDACTED]. It is generally regarded as Critically Endangered and functionally extinct in the wild, with remaining individuals historically confined to captive populations."
"Southeastern Blueberry Bee","Habropoda laboriosa","Habropoda laboriosa is a solitary, ground-nesting bee native to the southeastern U.S., well known for its effectiveness at pollinating blueberries (Vaccinium spp.). It is often called the blueberry digger bee or (regionally) the southeastern blueberry bee.","https://a-z-animals.com/media/2023/02/shutterstock_506285848-1024x683.jpg","southeastern blueberry bee","Habropoda laboriosa is a solitary, ground-nesting [REDACTED] native to the [REDACTED] U.S., well known for its effectiveness at pollinating blueberries (Vaccinium spp.). It is often called the [REDACTED] digger [REDACTED] or (regionally) the [REDACTED]."
"Southern Black Racer","Coluber constrictor priapus","A fast, slender, nonvenomous colubrid snake—one of several subspecies of the North American racer (Coluber constrictor). Despite the species name 'constrictor,' racers typically subdue small prey by pinning/holding rather than true constriction.","https://a-z-animals.com/media/2022/02/southern-black-racer-4-1024x535.jpg","southern black racer","A fast, slender, nonvenomous colubrid snake—one of several subspecies of the North American [REDACTED] (Coluber constrictor). Despite the species name 'constrictor,' [REDACTED]s typically subdue small prey by pinning/holding rather than true constriction."
"Southern Flannel Moth","Megalopyge opercularis","A North American flannel moth best known for its larva, the 'puss caterpillar,' which is covered in dense, fur-like setae and possesses venomous spines that can cause painful stings in humans.","https://a-z-animals.com/media/2023/01/shutterstock_577076794-1024x746.jpg","southern flannel moth","A North American [REDACTED] [REDACTED] best known for its larva, the 'puss caterpillar,' which is covered in dense, fur-like setae and possesses venomous spines that can cause painful stings in humans."
"Southern Hognose Snake","Heterodon simus","A small, stout-bodied North American colubrid known for an upturned snout (adapted for digging) and dramatic defensive behaviors (flattening the neck, hissing/bluffing, and sometimes death-feigning).","https://a-z-animals.com/media/2022/04/Hognose-Snake-Southern-1024x614.jpg","southern hognose snake","A small, stout-bodied North American colubrid known for an upturned snout (adapted for digging) and dramatic defensive behaviors (flattening the neck, hissing/bluffing, and sometimes death-feigning)."
"Southern House Spider","Kukulcania hibernalis","Kukulcania hibernalis is a crevice-weaver spider often encountered around homes, especially in the southern U.S. It builds a messy-looking, woolly silk tube/retreat in cracks and holes and waits at the entrance for prey.","https://a-z-animals.com/media/2022/12/Southern-House-Spider-3-1024x683.jpg","southern house spider","Kukulcania hibernalis is a crevice-weaver [REDACTED] often encountered around homes, especially in the [REDACTED] U.S. It builds a messy-looking, woolly silk tube/retreat in cracks and holes and waits at the entrance for prey."
"Southern Pacific Rattlesnake","Crotalus oreganus helleri","A venomous pit viper (rattlesnake) native to the southwestern United States and adjacent Baja California, known for variable coloration and a rattle on the tail used in defensive warning displays.","https://a-z-animals.com/media/2022/03/crotalus-helleri-southern-pac-shutterstock_1994130689-1024x535.jpg","southern pacific rattlesnake","A venomous pit viper ([REDACTED]) native to the southwestern United States and adjacent Baja California, known for variable coloration and a rattle on the tail used in defensive warning displays."
"Spadefoot Toad","Anura","“Spadefoot toads” are burrowing frogs/toads best known for a hard, spade-like structure on each hind foot used for digging. They typically emerge after rains, breed rapidly in temporary pools, and can withstand dry periods by burrowing and estivating. The name commonly covers New World and Old World lineages.","https://a-z-animals.com/media/animals/images/original/spadefoot_toad.jpg","spadefoot toad","“[REDACTED]s” are burrowing frogs/[REDACTED]s best known for a hard, spade-like structure on each hind foot used for digging. They typically emerge after rains, breed rapidly in temporary pools, and can withstand dry periods by burrowing and estivating. The name commonly covers New World and Old World lineages."
"Spalax","Spalax","Spalax is a genus of subterranean rodents commonly called blind mole-rats. They are highly specialized for life underground, with reduced eyes, powerful incisors and forelimbs for digging, and sensory adaptations for navigating dark tunnel systems.","https://a-z-animals.com/media/2023/09/shutterstock-674398165-huge-licensed-scaled-1024x683.jpg","spalax","[REDACTED] is a genus of subterranean rodents commonly called blind mole-rats. They are highly specialized for life underground, with reduced eyes, powerful incisors and forelimbs for digging, and sensory adaptations for navigating dark tunnel systems."
"Spanador","Canis lupus familiaris","The Spanador is a mixed-breed domestic dog most often produced by crossing a Cocker Spaniel (typically English or American Cocker) with a Labrador Retriever. As a crossbreed, appearance and temperament can vary by lineage and individual.","https://a-z-animals.com/media/2021/03/Spanador_Alies_10th_week-1024x680.jpeg","spanador","The [REDACTED] is a mixed-breed domestic dog most often produced by crossing a Cocker Spaniel (typically English or American Cocker) with a Labrador Retriever. As a crossbreed, appearance and temperament can vary by lineage and individual."
"Spanish Goat","Capra hircus","The Spanish Goat is a hardy landrace type of domestic goat, historically derived from goats introduced by Spanish explorers/settlers and later shaped by natural and low-input selection. It is often associated with meat production, brush control, and general hardiness rather than a single standardized show-breed registry definition.","https://a-z-animals.com/media/2021/05/spanish-goat-1024x439.jpg","spanish goat","The [REDACTED] is a hardy landrace type of domestic [REDACTED], historically derived from [REDACTED]s introduced by [REDACTED] explorers/settlers and later shaped by natural and low-input selection. It is often associated with meat production, brush control, and general hardiness rather than a single standardized show-breed registry definition."
"Spanish Mackerel","Scomberomorus","Spanish mackerels are fast-swimming, predatory coastal pelagic fishes (true mackerel and tuna family, Scombridae), typically streamlined with sharp teeth and often with spots or barred/vertical markings depending on species. They are important sportfish and commercial food fish in tropical to temperate seas.","https://a-z-animals.com/media/2023/02/shutterstock_67629874-1024x680.jpg","spanish mackerel","[REDACTED]s are fast-swimming, predatory coastal pelagic fishes (true [REDACTED] and tuna family, Scombridae), typically streamlined with sharp teeth and often with spots or barred/vertical markings depending on species. They are important sportfish and commercial food fish in tropical to temperate seas."
"Spanish Mastiff","Canis lupus familiaris","The Spanish Mastiff (Mastín Español) is a large domestic dog breed traditionally used as a livestock guardian in Spain, selected for protecting sheep and other stock from predators and theft.","https://a-z-animals.com/media/2021/08/Spanish-Mastiff-in-snow-e1771266887637-1024x476.jpg","spanish mastiff","The [REDACTED] (Mastín Español) is a large domestic dog breed traditionally used as a livestock guardian in Spain, selected for protecting sheep and other stock from predators and theft."
"Spanish Water Dog","Canis lupus familiaris","The Spanish Water Dog is a medium-sized, curly-coated domestic dog breed originating in Spain, traditionally used for herding and water work (retrieving/assistance in fishing contexts).","https://a-z-animals.com/media/2026/03/shutterstock-605358488-huge-licensed-scaled-1024x683.jpg","spanish water dog","The [REDACTED] is a medium-sized, curly-coated domestic [REDACTED] breed originating in Spain, traditionally used for herding and [REDACTED] work (retrieving/assistance in fishing contexts)."
"Sparrow","Passeridae","Old World sparrows (Passeridae) are small, stout-bodied passerine birds best known for seed-eating, flocking behavior, and close association with human settlements in many species (notably the House Sparrow).","https://a-z-animals.com/media/2018/09/Sparrow-header-1024x439.jpg","sparrow","Old World [REDACTED]s (Passeridae) are small, stout-bodied passerine birds best known for seed-eating, flocking behavior, and close association with human settlements in many species (notably the House [REDACTED])."
"Sparrowhawk","Accipiter nisus","A small woodland hawk specializing in rapid, agile pursuit of small birds; males are markedly smaller than females (strong sexual dimorphism).","https://a-z-animals.com/media/2022/03/shutterstock_1391197529-1024x614.jpg","sparrowhawk","A small woodland hawk specializing in rapid, agile pursuit of small birds; males are markedly smaller than females (strong sexual dimorphism)."
"Speckled Kingsnake","Lampropeltis holbrooki","The Speckled Kingsnake (Lampropeltis holbrooki) is a nonvenomous North American colubrid known for its dark body covered with light speckling and for preying on a wide variety of animals, including other snakes.","https://a-z-animals.com/media/2022/05/Speckled-Kingsnake-header-1024x614.jpg","speckled kingsnake","The [REDACTED] (Lampropeltis holbrooki) is a nonvenomous North American colubrid known for its dark body covered with light speckling and for preying on a wide variety of animals, including other snakes."
"Speckled Trout","Cynoscion nebulosus","The spotted seatrout is a coastal marine fish (a drum/croaker relative) prized by anglers and commercial fisheries; despite the name, it is not a true trout (Salmonidae).","https://a-z-animals.com/media/2023/01/speckled-trout-catch-1024x768.jpg","speckled trout","The spotted sea[REDACTED] is a coastal marine fish (a drum/croaker relative) prized by anglers and commercial fisheries; despite the name, it is not a true [REDACTED] (Salmonidae)."
"Spectacled Bear","Tremarctos ornatus","A medium-sized South American bear known for pale facial markings that can resemble spectacles; largely omnivorous and strongly associated with Andean forest and páramo ecosystems.","https://a-z-animals.com/media/animals/images/original/spectacled_bear.jpg","spectacled bear","A medium-sized South American [REDACTED] known for pale facial markings that can resemble spectacles; largely omnivorous and strongly associated with Andean forest and páramo ecosystems."
"Sperm Whale","Physeter macrocephalus","The sperm whale is the largest toothed whale and a globally distributed deep-diving cetacean, famous for its massive square head (housing the spermaceti organ) and for hunting squid at great depths.","https://a-z-animals.com/media/2026/01/shutterstock-1331833079-huge-licensed-scaled-1024x683.jpg","sperm whale","The [REDACTED] is the largest toothed [REDACTED] and a globally distributed deep-diving cetacean, famous for its massive square head (housing the [REDACTED]aceti organ) and for hunting squid at great depths."
"Sphynx","Felis catus","The Sphynx is a breed of domestic cat characterized by very sparse hair coverage (often appearing hairless), prominent skin wrinkles, large ears, and an affectionate, social temperament typical of many companion-bred cats.","https://a-z-animals.com/media/2022/07/Sphynx-header-1024x614.jpg","sphynx","The [REDACTED] is a breed of domestic cat characterized by very sparse hair coverage (often appearing hairless), prominent skin wrinkles, large ears, and an affectionate, social temperament typical of many companion-bred cats."
"Spider","Araneae","Spiders are arachnids in the order Araneae, characterized by eight legs, venomous chelicerae (fangs), and—uniquely among most terrestrial predators—the ability to produce silk from spinnerets for webs, prey capture, egg sacs, and shelter. They are globally widespread and highly diverse, with tens of thousands of described species.","https://a-z-animals.com/media/2022/03/shutterstock_658357228-1024x683.jpg","spider","[REDACTED]s are arachnids in the order Araneae, characterized by eight legs, venomous chelicerae (fangs), and—uniquely among most terrestrial predators—the ability to produce silk from spinnerets for webs, prey capture, egg sacs, and shelter. They are globally widespread and highly diverse, with tens of thousands of described species."
"Spider Ball Python","Python regius","The Spider morph Ball Python is a captive-bred genetic morph of the Ball Python characterized by a reduced/“webbed” pattern and lighter overall coloration compared with wild-type animals. It is widely kept in the pet trade.","https://a-z-animals.com/media/2022/02/spider-ball-python-3-1024x614.jpg","spider ball python","The [REDACTED] morph [REDACTED] [REDACTED] is a captive-bred genetic morph of the [REDACTED] [REDACTED] characterized by a reduced/“webbed” pattern and lighter overall coloration compared with wild-type animals. It is widely kept in the pet trade."
"Spider Beetle","Ptinidae","Spider beetles are small coleopterans in Ptinidae (most commonly the spider-beetle lineage, Ptininae) noted for their spider-like appearance: long legs, rounded abdomen-like body, and habit of scuttling in dim indoor environments. Many are scavengers and are frequent pests of stored products and dry organic materials.","https://a-z-animals.com/media/2022/01/spider-beetle-1024x535.jpg","spider beetle","[REDACTED]s are small coleopterans in Ptinidae (most commonly the [REDACTED]-[REDACTED] lineage, Ptininae) noted for their [REDACTED]-like appearance: long legs, rounded abdomen-like body, and habit of scuttling in dim indoor environments. Many are scavengers and are frequent pests of stored products and dry organic materials."
"Spider Monkey","Ateles","Spider monkeys (genus Ateles) are large, arboreal New World monkeys known for long limbs, hook-like hands with a reduced/absent thumb, and an exceptionally strong prehensile tail used as a fifth limb.","https://a-z-animals.com/media/animals/images/original/spider_monkey.jpg","spider monkey","[REDACTED]s (genus Ateles) are large, arboreal New World [REDACTED]s known for long limbs, hook-like hands with a reduced/absent thumb, and an exceptionally strong prehensile tail used as a fifth limb."
"Spider Wasp","Pompilidae","Spider wasps (family Pompilidae) are solitary hymenopteran wasps specialized in hunting spiders. Females typically sting and paralyze a spider, then provision it in a burrow or mud cell as food for a developing larva.","https://a-z-animals.com/media/2021/08/Spider-Wasp-header-1024x439.jpg","spider wasp","[REDACTED]s (family Pompilidae) are solitary hymenopteran [REDACTED]s specialized in hunting [REDACTED]s. Females typically sting and paralyze a [REDACTED], then provision it in a burrow or mud cell as food for a developing larva."
"Spider-Tailed Horned Viper","Pseudocerastes urarachnoides","A venomous viper endemic to western Iran, notable for a unique tail appendage that resembles a spider and is used as an aggressive lure to attract prey (especially insectivorous birds and small vertebrates).","https://a-z-animals.com/media/2022/02/Spider-tailed-Horned-Viper-header-1024x535.jpg","spider-tailed horned viper","A venomous [REDACTED] endemic to western Iran, notable for a unique tail appendage that resembles a spider and is used as an aggressive lure to attract prey (especially insectivorous birds and small vertebrates)."
"Spinner Shark","Carcharhinus brevipinna","A medium-sized requiem shark of warm-temperate to tropical coastal waters, famous for rapid surface feeding runs that can culminate in spinning aerial leaps.","https://a-z-animals.com/media/2021/07/Spinner_shark_nmfs-1024x478.jpg","spinner shark","A medium-sized requiem [REDACTED] of warm-temperate to tropical coastal waters, famous for rapid surface feeding runs that can culminate in spinning aerial leaps."
"Spinone Italiano","Canis lupus familiaris","The Spinone Italiano is a large, rough-coated Italian gundog breed developed primarily for versatile hunting (pointing and retrieving) on land and in water; today it is also kept as a companion dog.","https://a-z-animals.com/media/2021/10/Spinone-Italiano-header-1024x439.jpg","spinone italiano","The [REDACTED] is a large, rough-coated Italian gundog breed developed primarily for versatile hunting (pointing and retrieving) on land and in water; today it is also kept as a companion dog."
"Spinosaurus","Spinosaurus","Spinosaurus is a genus of very large spinosaurid theropod dinosaurs from the mid-Cretaceous of North Africa, famous for its elongated crocodile-like snout, conical teeth, and tall neural spines forming a dorsal “sail.” It is commonly reconstructed as at least partly semi-aquatic, with many finds suggesting frequent use of riverine or coastal environments.","https://a-z-animals.com/media/2022/06/Spinosaurus-header-1024x614.jpg","spinosaurus","[REDACTED] is a genus of very large spinosaurid theropod dinosaurs from the mid-Cretaceous of North Africa, famous for its elongated crocodile-like snout, conical teeth, and tall neural spines forming a dorsal “sail.” It is commonly reconstructed as at least partly semi-aquatic, with many finds suggesting frequent use of riverine or coastal environments."
"Spiny bush viper","Atheris hispida","A small-to-medium arboreal viperid snake known for its strongly keeled, projecting (‘spiny’) scales and ambush-predator lifestyle.","https://a-z-animals.com/media/2022/08/venomous-hairy-bush-viper-snake-in-tree-picture-id1090273418-1024x614.jpg","spiny bush viper","A small-to-medium arboreal [REDACTED]id snake known for its strongly keeled, projecting (‘[REDACTED]’) scales and am[REDACTED]-predator lifestyle."
"Spiny Dogfish","Squalus acanthias","A small, slender squaliform shark characterized by two dorsal fins each preceded by a sharp spine; widespread in temperate marine waters and often forms large schools.","https://a-z-animals.com/media/spiny-dogfish-4.jpg","spiny dogfish","A small, slender squaliform shark characterized by two dorsal fins each preceded by a sharp spine; widespread in temperate marine waters and often forms large schools."
"Spiny Hill Turtle","Heosemys spinosa","Heosemys spinosa is a medium-sized Southeast Asian geoemydid turtle recognized by its strongly serrated, spiny rear carapace margin and pronounced keels, especially in juveniles. It is semi-terrestrial, often associated with forested hills and leaf litter near streams.","https://a-z-animals.com/media/2021/10/Spiny-hill-turtle-header-1024x439.jpg","spiny hill turtle","Heosemys spinosa is a medium-sized Southeast Asian geoemydid [REDACTED] recognized by its strongly serrated, [REDACTED] rear carapace margin and pronounced keels, especially in juveniles. It is semi-terrestrial, often associated with forested [REDACTED]s and leaf litter near streams."
"Spitting Cobra","Elapidae (primarily genus Naja; also Hemachatus haemachatus)","“Spitting cobras” are venomous elapid snakes that can eject venom from modified front fangs as a defensive behavior, typically aiming at the eyes of a threat. The term covers multiple species, mainly within the genus Naja, and also includes the rinkhals (Hemachatus haemachatus).","https://a-z-animals.com/media/2022/01/Spitting-cobra-header-1024x535.jpg","spitting cobra","“[REDACTED]s” are venomous elapid snakes that can eject venom from modified front fangs as a defensive behavior, typically aiming at the eyes of a threat. The term covers multiple species, mainly within the genus Naja, and also includes the rinkhals (Hemachatus haemachatus)."
"Spix’s Macaw","Cyanopsitta spixii","Spix's Macaw is a small blue macaw endemic to Brazil, historically associated with the Caatinga region. It is famous for its extreme rarity and intensive conservation breeding and reintroduction efforts.","https://a-z-animals.com/media/2023/09/shutterstock-1606225060-huge-licensed-scaled-1024x683.jpg","spix's macaw","Spix's [REDACTED] is a small blue [REDACTED] endemic to Brazil, historically associated with the Caatinga region. It is famous for its extreme rarity and intensive conservation breeding and reintroduction efforts."
"Sponge","Porifera","Sponges (phylum Porifera) are simple, mostly marine animals that lack true tissues and organs. They live attached to surfaces and feed by pumping water through a porous body, filtering out bacteria and organic particles.","https://a-z-animals.com/media/2025/08/shutterstock-1708650634-huge-licensed-scaled-1024x768.jpg","sponge","[REDACTED]s (phylum Porifera) are simple, mostly marine animals that lack true tissues and organs. They live attached to surfaces and feed by pumping water through a porous body, filtering out bacteria and organic particles."
"Spongy Moth","Lymantria dispar","A medium-sized moth whose caterpillars are well known as major defoliators of trees; the species is invasive in parts of North America and is managed as a serious forest and urban tree pest.","https://a-z-animals.com/media/2023/04/iStock-1452721918-1024x683.jpg","spongy moth","A medium-sized [REDACTED] whose caterpillars are well known as major defoliators of trees; the species is invasive in parts of North America and is managed as a serious forest and urban tree pest."
"Spotted Bass","Micropterus punctulatus","The Spotted Bass (Micropterus punctulatus) is a North American freshwater ray-finned fish in the sunfish family (Centrarchidae), popular in recreational angling and closely related to other black basses.","https://a-z-animals.com/media/2023/01/shutterstock_495030214-1024x614.jpg","spotted bass","The [REDACTED] (Micropterus punctulatus) is a North American freshwater ray-finned fish in the sunfish family (Centrarchidae), popular in recreational angling and closely related to other black [REDACTED]es."
"Spotted Gar","Lepisosteus oculatus","The spotted gar (Lepisosteus oculatus) is a ray-finned fish in the gar family, an ancient lineage of predatory freshwater fishes characterized by ganoid (armor-like) scales and a long, toothed snout.","https://a-z-animals.com/media/2026/02/shutterstock-1892748334-huge-licensed-scaled-1024x575.jpg","spotted gar","The [REDACTED] (Lepisosteus oculatus) is a ray-finned fish in the [REDACTED] family, an ancient lineage of predatory freshwater fishes characterized by ganoid (armor-like) scales and a long, toothed snout."
"Spotted Garden Eel","Heteroconger hassi","A small, burrowing conger eel known for living in sandy substrates in colonies, with individuals protruding from burrows to feed on plankton drifting past.","https://a-z-animals.com/media/2022/12/iStock-1132643505-1024x683.jpg","spotted garden eel","A small, burrowing conger [REDACTED] known for living in sandy substrates in colonies, with individuals protruding from burrows to feed on plankton drifting past."
"Spotted Lanternfly","Lycorma delicatula","The spotted lanternfly is a planthopper (a true bug relative) native to parts of Asia and widely known as an invasive pest in regions such as the eastern United States. It feeds on plant sap and can occur in large aggregations, impacting vineyards, orchards, and hardwood trees.","https://a-z-animals.com/media/2021/09/Blog-Post-Image-0050-1024x614.jpg","spotted lanternfly","The [REDACTED] is a planthopper (a true bug relative) native to parts of Asia and widely known as an invasive pest in regions such as the eastern United States. It feeds on plant sap and can occur in large aggregations, impacting vineyards, orchards, and hardwood trees."
"Spotted python","Antaresia maculosa","The Spotted Python (Antaresia maculosa) is a small, non-venomous python native to Australia, known for its dark spotting pattern and generally docile behavior. It is a nocturnal constrictor that feeds mainly on small mammals, birds, and reptiles.","https://a-z-animals.com/media/2022/06/spotted-python-antaresia-maculosa-picture-id537518815-1024x614.jpg","spotted python","The [REDACTED] (Antaresia maculosa) is a small, non-venomous [REDACTED] native to Australia, known for its dark spotting pattern and generally docile behavior. It is a nocturnal constrictor that feeds mainly on small mammals, birds, and reptiles."
"Spotted Skunk","Spilogale","Spotted skunks are small mephitids (skunk family) in the genus Spilogale, distinguished from striped skunks by broken stripes/spot-like white markings and a frequent “handstand” defensive display before spraying. They are omnivorous nocturnal mammals that forage for insects, small vertebrates, fruit, and other plant material.","https://a-z-animals.com/media/2019/11/Skunk-eastern-spotted-1024x535.jpg","spotted skunk","[REDACTED]s are small mephitids ([REDACTED] family) in the genus Spilogale, distinguished from striped [REDACTED]s by broken stripes/spot-like white markings and a frequent “handstand” defensive display before spraying. They are omnivorous nocturnal mammals that forage for insects, small vertebrates, fruit, and other plant material."
"Springador","Canis lupus familiaris","A Springador is a domestic dog cross between a Labrador Retriever and an English Springer Spaniel, typically kept as an active companion and sporting dog mix.","https://a-z-animals.com/media/2026/01/shutterstock-2180492469-huge-licensed-scaled-e1768937673769-1024x672.jpg","springador","A [REDACTED] is a domestic dog cross between a Labrador Retriever and an English Springer Spaniel, typically kept as an active companion and sporting dog mix."
"Springbok","Antidorcas marsupialis","The springbok is a medium-sized gazelle-like antelope native to southern Africa, famous for its characteristic “pronking” (high bounding leaps) and its role as a national symbol of South Africa.","https://a-z-animals.com/media/2021/05/Springbok-header-1024x439.jpg","springbok","The [REDACTED] is a medium-sized gazelle-like antelope native to southern Africa, famous for its characteristic “pronking” (high bounding leaps) and its role as a national symbol of South Africa."
"Springerdoodle","Canis lupus familiaris","A domestic dog crossbreed (designer mix) produced by crossing an English Springer Spaniel with a Poodle (most often Standard or Miniature).","https://a-z-animals.com/media/2021/03/shutterstock_1074958295-1024x535.jpg","springerdoodle","A domestic dog crossbreed (designer mix) produced by crossing an English Springer Spaniel with a Poodle (most often Standard or Miniature)."
"Squash Bee","Peponapis pruinosa","The squash bee (most often Peponapis pruinosa) is a solitary, ground-nesting bee specialized for collecting pollen from squash, pumpkins, and other gourds (genus Cucurbita). It is an efficient early-morning pollinator of these crops and often visits Cucurbita flowers more consistently than honey bees.","https://a-z-animals.com/media/2023/02/shutterstock_1790448470-1024x683.jpg","squash bee","The [REDACTED] (most often Peponapis pruinosa) is a solitary, ground-nesting [REDACTED] specialized for collecting pollen from [REDACTED], pumpkins, and other gourds (genus Cucurbita). It is an efficient early-morning pollinator of these crops and often visits Cucurbita flowers more consistently than honey [REDACTED]s."
"Squash Beetle","Henosepilachna borealis","The squash lady beetle is an herbivorous ladybird beetle (unusual among Coccinellidae, many of which are predatory). It feeds primarily on cucurbit plants and can be an agricultural/garden pest.","https://a-z-animals.com/media/2022/01/Squash-Beetle-header-1024x535.jpg","squash beetle","The [REDACTED] lady [REDACTED] is an herbivorous ladybird [REDACTED] (unusual among Coccinellidae, many of which are predatory). It feeds primarily on cucurbit plants and can be an agricultural/garden pest."
"Squid","Teuthida","Squids (order Teuthida) are marine cephalopod mollusks characterized by a streamlined mantle, paired fins, a distinct head with large eyes, eight arms plus two longer retractile tentacles, a beak, and (in most) an internal chitinous ""pen"" (gladius). They are active predators and important prey in ocean food webs.","https://a-z-animals.com/media/2025/08/shutterstock-1491833570-huge-licensed-scaled-1024x654.jpg","squid","[REDACTED]s (order Teuthida) are marine cephalopod mollusks characterized by a streamlined mantle, paired fins, a distinct head with large eyes, eight arms plus two longer retractile tentacles, a beak, and (in most) an internal chitinous ""pen"" (gladius). They are active predators and important prey in ocean food webs."
"Squirrel","Sciuridae","Squirrels (family Sciuridae) are rodents characterized by strong hind limbs, sharp incisors, and (in many species) prominent bushy tails. The group spans arboreal (tree) squirrels, terrestrial ground squirrels, burrowing prairie dogs, large marmots, and gliding flying squirrels.","https://a-z-animals.com/media/2019/11/Squirrel-header-1024x439.jpg","squirrel","[REDACTED]s (family Sciuridae) are rodents characterized by strong hind limbs, sharp incisors, and (in many species) prominent bushy tails. The group spans arboreal (tree) [REDACTED]s, terrestrial ground [REDACTED]s, burrowing prairie dogs, large marmots, and gliding flying [REDACTED]s."
"Squirrel Monkey","Saimiri","Squirrel monkeys are small New World monkeys of the genus Saimiri, known for their compact build, large expressive eyes, high-energy social behavior, and group living in Neotropical forests.","https://a-z-animals.com/media/animals/images/original/squirrel_monkey.jpg","squirrel monkey","[REDACTED]s are small New World [REDACTED]s of the genus Saimiri, known for their compact build, large expressive eyes, high-energy social behavior, and group living in Neotropical forests."
"Squirrelfish","Holocentridae","Squirrelfishes (family Holocentridae) are spiny-rayed, typically red/orange reef fishes best known for their large eyes, nocturnal foraging, and loud stridulation/""grunting"" sounds. The family includes both squirrelfishes and closely related soldierfishes.","https://a-z-animals.com/media/2021/10/squirrelfish-header-1024x439.jpg","squirrelfish","[REDACTED]es (family Holocentridae) are spiny-rayed, typically red/orange reef fishes best known for their large eyes, nocturnal foraging, and loud stridulation/""grunting"" sounds. The family includes both [REDACTED]es and closely related soldierfishes."
"Sri Lankan Elephant","Elephas maximus maximus","The Sri Lankan elephant is the Sri Lanka–endemic subspecies of the Asian elephant. It is among the largest Asian elephant forms and is a key megaherbivore shaping forest and grassland ecosystems through grazing, browsing, and seed dispersal.","https://a-z-animals.com/media/sri-lankan-elephants.jpg","sri lankan elephant","The [REDACTED] is the [REDACTED] Lanka–endemic subspecies of the Asian [REDACTED]. It is among the largest Asian [REDACTED] forms and is a key megaherbivore shaping forest and grassland ecosystems through grazing, browsing, and seed dispersal."
"Stabyhoun","Canis lupus familiaris","The Stabyhoun (Stabijhoun) is a versatile Dutch gundog breed originating in Friesland, historically used for small-game hunting, pest control, and as an all-around farm dog; today it is also kept as a companion and sporting dog.","https://a-z-animals.com/media/2026/03/shutterstock-1111112999-huge-licensed-scaled-1024x683.jpg","stabyhoun","The [REDACTED] (Stabijhoun) is a versatile Dutch gundog breed originating in Friesland, historically used for small-game hunting, pest control, and as an all-around farm dog; today it is also kept as a companion and sporting dog."
"Staffordshire Bull Terrier","Canis lupus familiaris","The Staffordshire Bull Terrier is a small-to-medium, muscular terrier-type domestic dog breed developed in England, now primarily kept as a companion animal.","https://a-z-animals.com/media/staffordshire-bull-terrier-pair-brown-white.jpg","staffordshire bull terrier","The [REDACTED] is a small-to-medium, muscular [REDACTED]-type domestic dog breed developed in England, now primarily kept as a companion animal."
"Stag Beetle","Lucanidae","Stag beetles (family Lucanidae) are a group of scarab-like beetles best known for the enlarged mandibles of many males, used primarily for wrestling rivals. They are part of the beetle order (Coleoptera) and include hundreds of species worldwide.","https://a-z-animals.com/media/2021/08/Stag-Beetle-Header-1024x439.jpg","stag beetle","[REDACTED]s (family Lucanidae) are a group of scarab-like [REDACTED]s best known for the enlarged mandibles of many males, used primarily for wrestling rivals. They are part of the [REDACTED] order (Coleoptera) and include hundreds of species worldwide."
"Standard Schnauzer","Canis lupus familiaris","The Standard Schnauzer is a medium-sized domestic dog breed originating in Germany, known for its wiry coat, characteristic beard and eyebrows, and versatility as a companion and working dog.","https://a-z-animals.com/media/2021/08/Standard-Schnauzer-Lying-in-the-Grass-header-1024x439.jpg","standard schnauzer","The [REDACTED] is a medium-sized domestic dog breed originating in Germany, known for its wiry coat, characteristic beard and eyebrows, and versatility as a companion and working dog."
"Star-nosed mole","Condylura cristata","A small semi-aquatic mole native to eastern North America, famous for the fleshy, star-shaped ring of 22 sensory appendages around its nose used to detect and identify prey with exceptional speed.","https://a-z-animals.com/media/2021/05/Star-Nosed-Mole-header-1024x439.jpg","star-nosed mole","A small semi-aquatic [REDACTED] native to eastern North America, famous for the fleshy, star-shaped ring of 22 sensory appendages around its nose used to detect and identify prey with exceptional speed."
"Starfish","Asteroidea","Sea stars (often called “starfish”) are marine echinoderms in the class Asteroidea, characterized by radial symmetry (commonly five arms, but sometimes many more), a water vascular system with tube feet for locomotion and feeding, and remarkable regenerative abilities.","https://a-z-animals.com/media/2021/08/Slowest-Animals_-Starfish-1024x535.jpg","starfish","Sea stars (often called “[REDACTED]”) are marine echinoderms in the class Asteroidea, characterized by radial symmetry (commonly five arms, but sometimes many more), a water vascular system with tube feet for locomotion and feeding, and remarkable regenerative abilities."
"Stargazer Fish","Uranoscopidae","Stargazer fishes (family Uranoscopidae) are bottom-dwelling marine fishes named for their upward-facing eyes. They commonly bury themselves in sand or sediment and ambush prey with a sudden upward strike using a large, upturned mouth.","https://a-z-animals.com/media/2022/04/Stargazer-fish-live-1024x683.jpg","stargazer fish","[REDACTED]es (family Uranoscopidae) are bottom-dwelling marine [REDACTED]es named for their upward-facing eyes. They commonly bury themselves in sand or sediment and ambush prey with a sudden upward strike using a large, upturned mouth."
